Proba,Actual
0.1679835,1
0.39570045,1
0.23926967,0
0.03333053,0
0.17676991,0
0.004746273,0
0.047791943,0
0.029218316,0
0.26951227,1
0.049833216,0
0.075228445,0
0.2906778,0
0.13485083,0
0.090672545,0
0.008624896,0
0.4039438,0
0.1327654,0
0.06495873,0
0.08299058,0
0.22207485,0
0.1257399,0
0.02997993,1
0.077519126,0
0.039303347,0
0.041281253,0
0.02408509,0
0.07964788,0
0.23934326,1
0.06264023,0
0.6369473,0
0.19601354,0
0.50937927,0
0.17322999,0
0.01927732,0
0.092700034,0
0.049259923,0
0.05370812,0
0.07436182,0
0.33542198,0
0.036000982,0
0.26089647,0
0.02484198,0
0.10621425,0
0.019892514,0
0.017911717,0
0.16917776,0
0.049653202,0
0.041544028,1
0.05517114,0
0.024244681,0
0.0976077,0
0.08983551,0
0.13374314,0
0.16936317,0
0.05716034,0
0.01220426,0
0.027596414,0
0.3177033,0
0.07541273,0
0.02160114,0
0.23293695,0
0.065171726,0
0.052549325,0
0.059029564,0
0.0671532,0
0.18344598,0
0.02158238,0
0.17436759,0
0.07774353,0
0.04300268,0
0.034513637,0
0.042679593,0
0.2702782,0
0.016501606,0
0.06024815,0
0.062088393,1
0.024004877,0
0.044166647,0
0.09209719,1
0.15995142,1
0.12715182,0
0.7985953,0
0.04467102,0
0.011754453,0
0.09177331,0
0.10797875,0
0.056952365,0
0.22702935,0
0.42803636,0
0.0409332,0
0.03544099,0
0.27800328,0
0.04087618,0
0.16043757,0
0.1847326,0
0.068020344,0
0.51066315,1
0.036264993,0
0.036816925,0
0.15996544,1
0.037700333,0
0.07326108,0
0.09605424,0
0.18467025,0
0.04015091,0
0.21139696,0
0.023054391,0
0.025221065,0
0.042988032,0
0.03307548,0
0.11151126,0
0.11970531,0
0.4185757,0
0.01597792,0
0.02831705,0
0.03512636,0
0.3387794,0
0.4352087,1
0.08424043,0
0.2839992,1
0.13395518,0
0.085951716,0
0.011249408,0
0.086648725,0
0.029686376,0
0.041101724,0
0.120836295,0
0.0068775117,0
0.08544337,0
0.021738902,0
0.113723665,0
0.1554746,0
0.052292213,0
0.030567318,0
0.20845689,0
0.042284667,0
0.46060565,1
0.084397495,0
0.024181068,0
0.07180206,0
0.0077201426,0
0.06437559,0
0.06913653,0
0.19976225,1
0.019094288,0
0.015762359,0
0.012775049,0
0.17991917,0
0.039094284,0
0.043724544,0
0.004039377,0
0.067504406,0
0.026116341,0
0.06147316,0
0.26380047,0
0.057680473,0
0.13830878,0
0.21567778,0
0.030071631,1
0.010691151,0
0.054658078,0
0.15166616,0
0.05702789,0
0.053912297,0
0.014831975,0
0.07703984,0
0.03471399,0
0.041092396,0
0.044379428,0
0.050077595,0
0.18573937,1
0.054147027,0
0.22523814,0
0.03603626,0
0.25853902,0
0.06760828,0
0.076060236,1
0.14321421,0
0.062697046,0
0.20405023,0
0.042989418,0
0.05254709,0
0.1489667,1
0.1803459,0
0.0367018,0
0.10379736,0
0.07948422,0
0.1983386,1
0.020716324,0
0.12368344,0
0.2925112,0
0.066935405,0
0.10448229,0
0.012302548,0
0.031394884,0
0.098556556,0
0.13048232,0
0.03892333,0
0.31428,0
0.06828862,0
0.037055776,0
0.036089428,0
0.06242893,0
0.070486076,0
0.10262258,0
0.020495072,0
0.11562811,0
0.25250968,1
0.011853218,0
0.047093377,0
0.033862308,1
0.41360834,1
0.034658536,0
0.15018314,1
0.10249521,0
0.03184946,0
0.018465742,0
0.12230736,0
0.090411335,0
0.09152864,0
0.0422457,0
0.019455299,0
0.088458225,1
0.0361792,0
0.16810226,0
0.06377753,0
0.19471899,0
0.024646029,0
0.023115441,0
0.037194103,0
0.0545889,0
0.11117645,0
0.08653259,0
0.11390452,0
0.22427884,0
0.022173077,0
0.03513986,0
0.022535682,0
0.08530516,0
0.2069625,0
0.04221595,0
0.04030727,0
0.4220032,0
0.04950221,0
0.09623003,0
0.03973508,0
0.1856784,1
0.040476777,0
0.07290957,0
0.15999737,0
0.20336735,0
0.15579963,1
0.24194963,0
0.1582947,0
0.05619794,0
0.08904922,0
0.043944173,0
0.026239306,0
0.18624185,0
0.18794198,1
0.16617933,0
0.027119696,0
0.12816909,0
0.12459643,0
0.3976711,0
0.11375579,0
0.21752685,0
0.023577422,0
0.074090615,0
0.03159973,0
0.07682303,0
0.1402391,0
0.10928713,0
0.03619025,0
0.014639378,0
0.017934531,0
0.0949583,1
0.04317098,0
0.0022025555,0
0.04009556,0
0.026788786,0
0.07878567,1
0.043125138,0
0.026714563,0
0.03026016,0
0.012616828,0
0.028107032,0
0.060850017,0
0.02206245,0
0.086913384,0
0.03363067,0
0.05168952,0
0.15157427,1
0.06234642,0
0.010605782,0
0.14367792,1
0.14680201,0
0.0680693,0
0.062288366,0
0.017425299,0
0.07922714,0
0.014189526,0
0.07845943,0
0.10606377,0
0.042003244,0
0.017739624,0
0.018300503,0
0.036133014,0
0.2880801,0
0.016732886,0
0.14498271,0
0.22524576,0
0.2898538,0
0.10320092,1
0.022893861,0
0.3159674,1
0.025332883,0
0.10082603,0
0.14301617,0
0.061297618,0
0.07745878,0
0.12438311,0
0.08278163,0
0.047361694,0
0.07560164,0
0.0321884,0
0.009128749,0
0.08045452,0
0.03360109,0
0.06613593,0
0.14025293,0
0.07091121,0
0.043991752,0
0.04851468,0
0.13493118,1
0.043111056,0
0.07474304,0
0.15799049,0
0.14421421,0
0.23307219,0
0.16816804,0
0.011563599,0
0.17135772,0
0.030924603,0
0.033033684,0
0.061803192,0
0.18309933,0
-0.0016006082,0
0.08566635,0
0.09221512,0
0.026321381,0
0.050101474,0
0.02208443,0
0.11285594,0
0.03894367,0
0.0440405,0
0.021174312,0
0.028840005,0
0.096578196,0
0.035735987,0
0.11286259,0
0.1563849,0
0.07816,0
0.24717894,0
0.315706,1
0.035711356,0
0.03876006,1
0.03952936,0
0.140176,0
0.031993568,0
0.053060956,0
0.02007696,0
0.14954285,0
0.42773557,0
0.07044462,0
0.14008333,0
0.18455766,0
0.03468287,0
0.01694858,0
0.19640793,0
0.103901595,1
0.23431253,0
0.029241815,0
0.02174376,0
0.07816057,0
0.29863542,0
0.022560328,0
0.030651093,0
0.016762272,0
0.25148892,0
0.04108803,0
0.070505306,0
0.056410573,0
0.008608535,0
0.12878147,0
0.09862052,0
0.030563429,0
0.022770703,0
0.018619925,0
0.04464899,0
0.023306802,0
0.11735661,0
0.047649994,0
0.05754982,0
0.017189473,0
0.36031976,1
0.05123332,0
0.48609444,1
0.15549046,0
0.072143555,1
0.09395416,0
0.010858402,0
0.20142174,0
0.08314158,0
0.010297596,0
0.030694008,0
0.08624993,0
0.049355626,0
0.2468422,1
0.17921832,0
0.027256936,0
0.0884227,0
0.04903265,0
0.1383006,0
0.10330347,0
0.15872203,1
0.035941303,0
0.04608488,0
0.08238934,0
0.031543225,0
0.053882606,0
0.23007959,0
0.051814385,0
0.039003387,0
0.015552163,0
0.030587077,1
0.015555948,0
0.036441714,0
0.06697076,0
0.17325637,0
0.16068944,0
0.060828827,0
0.07454674,0
0.08883398,0
0.05578208,0
0.29453722,1
0.055819407,0
0.08856751,0
0.039134033,0
0.16123095,0
0.37162942,0
0.06487109,0
0.12086543,0
0.22583073,0
0.043445513,0
0.058014683,0
0.18090028,0
0.029695839,0
0.21916585,0
0.013493478,0
0.0805377,0
0.014555424,0
0.11958726,0
0.03165829,0
0.34336174,0
0.017509297,0
0.023397416,0
0.11642555,0
0.095434316,0
0.022823736,0
0.038779177,0
0.07347806,0
0.09521749,1
0.096483864,0
0.13152999,0
0.029218793,0
0.069242984,0
0.123387426,0
0.7765832,1
0.015931085,0
0.07789307,0
0.42165795,1
0.0773865,0
0.03234914,0
0.056826614,0
0.08922864,0
0.19696309,0
1.839799,1
0.3562045,0
0.05558475,0
0.10566692,0
0.055992097,0
0.03937289,0
0.03448239,0
0.038679518,0
1.4643649,1
0.05447033,0
0.12957962,0
-0.0012450367,0
0.2845157,0
0.33730605,1
0.13827713,0
0.19397256,1
0.027463153,0
0.026556134,0
0.044960737,0
0.30987728,0
0.23971105,0
0.041713245,0
0.113717005,0
0.044514872,0
0.029096395,0
0.27437556,1
0.005375445,0
0.097473025,0
0.14366555,0
0.037265852,0
0.009856164,0
0.057556204,0
0.25860876,0
0.09666343,0
0.0875637,0
0.021907136,0
0.080701284,0
0.051860027,0
0.30917346,1
0.11339258,0
0.19529086,0
0.10444337,0
0.026431888,0
0.111913234,0
0.10275896,0
0.26157284,0
0.06729501,0
0.15089914,0
0.024248153,0
0.17423263,1
0.03592258,0
0.041909218,0
0.10935749,0
0.013981134,1
0.10845636,0
0.13886267,1
0.18753527,0
0.2738072,1
0.17443308,0
0.13917215,0
0.119212985,0
0.03155449,0
0.039936393,0
0.030914247,0
0.44188747,0
0.11215033,0
0.18814468,1
0.011167735,0
0.028864324,0
0.04627064,0
0.060872093,0
0.26365665,0
0.18753293,0
0.03668727,0
0.030800045,0
0.02299741,0
0.09751489,1
0.0032696426,0
0.12029994,0
0.05156652,0
0.09789987,0
0.18102714,0
0.047305763,0
0.04614938,0
0.28435266,0
0.033864662,0
0.09684124,1
0.30484182,0
0.101979345,0
0.2819563,0
0.20374966,0
0.06929539,0
0.017914936,0
0.291561,0
0.024472043,0
0.13097644,0
0.12161459,1
0.2474655,0
0.014977664,0
0.13531259,0
0.06852847,0
0.27559748,0
0.015605226,0
0.03769754,0
0.0816309,0
0.017992318,0
0.020099908,0
0.0479441,0
0.09200436,0
0.22770464,0
0.5329541,0
0.05295991,0
0.12786523,0
0.051548027,0
0.10049337,1
0.3364006,0
0.02221638,0
0.08625009,0
0.2557251,0
0.06600887,0
0.028057352,0
0.029116675,0
0.016117468,0
0.034152523,0
0.13924545,0
0.29168332,1
0.04253626,0
0.09270269,0
0.035001606,0
0.034995988,0
0.23751447,1
0.19532157,0
0.31205708,0
0.07566164,0
0.10415937,0
0.19656634,0
0.26357418,1
0.07257707,0
0.07082929,0
0.030941367,0
0.23023228,0
0.049094573,0
0.025182411,0
0.121355385,0
0.057093166,0
0.49351916,1
0.12791309,0
0.03900473,0
0.12629592,0
0.27864322,0
0.12585041,0
0.2904148,0
0.18460329,0
0.10639074,0
0.31825066,0
0.21668506,1
0.06843233,0
0.19697042,0
0.08277344,0
0.019315347,0
0.08406623,0
0.07473998,0
0.06540876,1
0.050129756,0
0.36523056,1
0.1516485,0
0.18234466,0
0.04274053,0
0.26618382,0
0.11272223,1
0.1333838,1
0.03927619,0
0.2924415,0
0.134015,1
0.18118311,0
0.041272886,0
0.025787696,0
0.08195358,0
0.0810063,0
0.021291405,0
0.11571941,0
1.5953084,0
0.20853443,1
0.052065045,0
0.053436607,0
0.2902027,0
0.31671304,1
0.030653477,0
0.13228856,0
0.4239345,1
0.041826814,0
0.022882208,0
0.075300306,0
0.21748486,1
0.12740795,0
0.028107598,0
0.13202447,0
0.1276203,0
0.04735153,0
0.15807214,0
0.038947567,0
0.23969887,0
0.10410696,0
0.020962685,0
0.032801688,0
0.084200315,0
0.12680785,0
0.06673838,1
0.10183751,0
0.034433708,0
0.06647799,0
0.07605225,0
0.0774057,0
0.038850375,0
0.08299372,0
0.047815852,0
0.050754532,0
0.026957706,0
0.22129215,0
0.066177934,0
0.25289,0
0.016533926,0
0.29195273,0
0.075262375,0
0.2781497,0
0.023119181,0
0.4224828,0
0.05741016,0
0.027425766,0
0.12552814,0
0.1968728,0
0.09248949,0
0.28082514,0
0.015497968,0
0.015399784,0
0.2715153,1
0.025333881,0
0.01112847,0
0.12319656,0
0.2571345,0
0.02344507,0
0.012784287,0
0.020480067,0
0.26512772,0
0.08599941,0
0.009092793,0
0.044790067,0
0.061030343,0
0.03587465,0
0.09488609,0
0.02003932,0
0.38912573,1
0.019905746,0
0.22917768,1
0.028275356,0
0.3096686,0
0.06609543,0
0.050600514,0
0.025488868,0
0.03371407,0
0.014511108,0
0.1584339,0
0.03178148,1
0.06442113,0
0.012478828,0
0.2003437,0
0.026931465,0
0.090999864,0
0.09462612,0
0.2312282,1
0.015278533,0
0.2378178,0
0.02546683,0
0.18298407,0
0.036129385,0
0.0047723353,0
0.015707284,0
0.15651385,1
0.20378798,0
0.036688335,0
0.011822253,0
0.097328305,0
0.08268396,0
0.07772877,0
0.23860073,0
0.03236538,0
0.05886879,0
0.098772496,1
0.024141937,0
0.17435546,0
0.04877287,0
0.015284121,0
0.016019136,0
0.03640806,0
0.022182703,0
0.030737832,0
0.016706765,0
0.046043716,0
0.092320174,0
0.0484649,0
0.18845804,1
0.3799545,1
0.034169123,1
0.114017025,1
0.035127617,0
0.051487952,0
0.018103585,0
0.054344088,0
0.14066736,0
0.39043567,1
0.10973352,0
0.0447208,0
0.17909059,0
0.12600246,0
0.04908541,0
0.0821731,0
0.09786084,0
0.021835595,0
0.20346849,1
0.019026056,0
0.056336157,0
0.18761146,0
0.114315644,0
0.37995568,1
0.036688216,0
0.016476586,0
0.024810806,0
0.03244476,0
0.10460952,0
0.33534253,1
0.022329599,0
0.033402503,0
0.06921215,0
0.056638785,0
0.31669724,0
0.024624184,0
0.02090633,0
0.14801046,1
0.019831434,0
0.05299951,0
0.047483586,0
0.11564077,0
0.03526943,0
0.037454277,0
0.18305926,0
0.2991742,0
0.021761939,0
0.12800455,1
0.03047064,0
0.02638118,0
0.0026441365,0
0.052355662,0
0.15917513,0
0.0720194,0
0.05103226,0
0.061920293,0
0.17428656,0
0.05515214,0
0.060740866,0
0.1437099,0
0.11682423,1
0.04322871,0
0.09499752,0
0.031346187,0
0.027306259,0
0.13334881,0
0.040538684,0
0.037033856,0
0.09943269,0
0.036179766,0
0.024926737,0
0.2525248,0
0.06151218,0
0.14860788,0
0.031902507,0
0.3204965,0
0.068237595,0
0.01588434,0
0.04900177,0
0.036901362,0
0.1190614,0
0.07524552,0
0.06513458,0
0.072019756,0
0.11261895,0
0.12092361,0
0.85195625,0
0.0654494,0
0.17416397,0
0.033814937,0
0.062131077,0
0.04762599,1
0.05403676,0
0.01169394,0
0.051730573,0
0.17413154,1
0.17432071,0
0.035936803,0
0.09276902,0
0.030319974,0
0.33493418,0
0.16004407,0
0.31992513,0
0.4294426,1
0.19385976,0
0.034549415,0
0.034561962,0
0.13375029,0
0.25572544,0
0.020072356,0
0.095131636,0
0.10134846,0
0.0511918,0
0.03354001,0
0.081720605,0
0.03914714,0
0.043094903,0
0.04439897,0
0.13906376,0
0.35608208,0
0.039605185,0
0.11712445,0
0.017450795,0
0.05438248,0
0.10952222,0
0.06280832,0
0.008409873,0
0.083596975,0
0.07761546,0
0.22703403,0
0.21837428,0
0.1032082,0
0.123717025,0
0.044722825,0
0.10406266,1
0.10679498,0
0.049328275,0
0.030173153,0
0.07797547,0
0.09505042,0
0.1547617,0
0.1603513,0
0.064707845,0
0.2635897,1
0.18705422,0
0.019273654,0
0.13590924,0
0.16927391,0
0.20860994,0
0.05044605,0
0.06521201,0
0.007723883,0
0.08193147,0
0.042361304,0
0.09431433,0
0.2858867,0
0.10977605,0
0.34661937,1
0.055574387,0
0.12349065,0
0.3292101,1
0.0017964095,1
0.02729772,0
0.22348103,0
0.20295592,0
0.14434077,0
0.083447225,0
0.07949343,0
0.17554754,0
0.06291215,0
0.047408797,0
0.16826501,0
0.024669856,0
0.035370626,0
0.21480207,1
0.13608007,0
0.04235314,0
0.05616282,0
0.104931444,1
0.039300293,0
0.006999597,0
0.044006698,0
0.19830233,0
1.028029,0
0.031757966,0
0.0154462755,0
0.018825278,0
0.26084188,1
0.030381098,0
0.32832396,0
0.16387238,0
0.097093455,0
0.024664745,0
0.009913072,0
0.05607012,0
0.050585344,0
0.042713553,1
0.14141348,0
0.1871891,0
0.21249728,0
0.36114016,1
0.19468197,0
0.0032411367,0
0.54050124,1
0.03425522,0
0.028434098,0
0.18458854,0
0.039275058,0
0.523089,1
0.05032278,0
0.077192105,1
0.0069527477,0
0.10214576,0
0.05506038,0
0.07729553,0
0.17638272,0
0.28406215,0
0.07168596,0
0.05042705,0
0.04298982,0
0.049646646,0
0.035967514,0
0.28160465,1
0.029459551,0
0.12162125,0
0.009581551,1
0.05923648,0
0.1683625,0
0.15618877,0
0.18066162,0
0.083432995,0
0.15879571,0
0.066514626,0
0.029264301,0
0.019041598,0
0.12770268,0
0.2631668,0
0.046102732,1
0.30765605,0
0.06783808,0
0.021036237,0
0.16383538,0
0.029140607,0
0.07920408,0
0.2982669,0
0.10060825,0
0.07457897,0
0.040485054,0
0.07919439,0
0.08307672,1
0.02312249,0
0.026126489,0
0.01783207,0
0.09226893,1
0.023599774,0
0.20773096,1
0.14537631,0
0.04701802,0
0.2521016,0
0.07975169,0
0.047499523,0
0.14545822,0
0.098050326,0
0.20883174,0
0.077867374,0
0.0357752,0
0.090195455,0
0.027912885,0
0.12712687,0
0.030635297,0
0.21569672,0
0.035269834,0
0.22295752,0
0.10914029,0
0.27226406,0
0.10459309,0
0.1140337,0
0.025719985,0
0.03425306,0
0.030902699,0
0.30803156,0
0.031668514,0
0.28751087,1
0.023383617,0
0.072534606,1
0.018011495,0
0.09999446,0
0.0133790225,0
0.10038021,0
0.19096339,0
0.16711125,0
0.025647461,0
0.1622351,1
0.18249358,0
0.19920197,1
0.19455904,1
0.150468,0
0.03886246,0
0.02279687,0
0.061172396,0
0.03803414,0
0.16208652,0
0.022603378,0
0.4221715,0
0.006482646,0
0.07912165,0
0.20106855,0
0.026767686,1
0.021815047,0
0.16043745,0
0.099142775,0
0.025577128,0
0.44000143,0
0.15646316,1
0.20743424,0
0.38185307,1
0.11764407,0
0.030085713,0
0.051635817,0
0.12780917,0
0.07891427,0
0.01659067,0
0.01452373,0
0.012618706,0
0.116984054,0
0.026958093,0
0.34062827,0
0.0604626,0
0.03615386,0
0.05112914,0
0.09898949,0
0.06813962,0
0.11197916,0
0.022907257,0
0.15912929,0
0.0021703988,0
0.19540957,0
0.026819527,0
0.21430884,0
0.02333434,0
0.16268677,0
0.07209418,0
0.5197866,0
0.054641522,0
0.1879429,1
0.18604234,0
0.092908286,0
0.039509512,0
0.26330453,0
0.037160575,0
0.18385172,0
0.15338673,0
0.04851263,0
0.11820559,0
0.09791048,0
0.06581388,0
0.031983763,1
0.015794381,0
0.018718228,0
0.1120031,0
0.022618145,0
0.17520806,0
0.03933443,0
0.19835241,0
0.042777322,0
0.050464205,0
0.016286552,0
0.25469756,0
0.04612001,0
0.087223604,0
